"genre_ids","id","original_language","original_title","overview","popularity","release_date","title","vote_average","vote_count","revenue","budget","imdb_id","tagline","cast","director","imdb_rating","imdb_votes","production_companies","production_countries"
"16, 12, 10751, 35",1076364,"en","Carl's Date","Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",3.929,"2023-06-15","Carl's Date",7.5,413,0,0,"tt26736061","New adventure. Same wingman.","Bob Peterson, Ed Asner","Bob Peterson",6.4,3669,"Pixar","United States of America"
"10751, 12, 16, 35, 14",301528,"en","Toy Story 4","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",5.154,"2019-06-19","Toy Story 4",7.478,9919,1073841394,1.75e+08,"tt1979376","Get Ready to Hit the Road!","Melissa Villaseñor, Kristen Schaal, Alan Oppenheimer, Flea, Jay Hernandez, Lori Alan, Madeleine McGraw, Tom Hanks, Mel Brooks, Keegan-Michael Key, Jordan Peele, Keanu Reeves, John Ratzenberger, Maliah Bargas-Good, Jeff Pidgeon, Carol Burnett, John Morris, Christina Hendricks, Joan Cusack, Jeff Garlin, Juliana Hansen, Bonnie Hunt, Steve Purcell, Timothy Dalton, Wallace Shawn, Lila Sage Bromley, Patricia Arquette, Annie Potts, Tony Hale, Blake Clark, Laurie Metcalf, Betty White, Jack McGraw, Estelle Harris, Don Rickles, Emily Davis, Ally Maki, Tim Allen, Carl Weathers, Carl Reiner, June Squibb, Bill Hader","Josh Cooley",7.6,294701,"Walt Disney Pictures, Pixar","United States of America"
"18, 80",9559,"en","A Perfect World","A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",3.541,"1993-11-24","A Perfect World",7.5,1692,135100000,3e+07,"tt0107808","A convict. A cop. A hostage that will make one of them a hero.","Bruce McGill, Belinda Flowers, Keith Szarabajka, Ray McKinnon, Mary Alice, Leslie Flowers, Gary Moody, Elizabeth Ruscio, Brandon Smith, John Hussey, Darryl Cox, Laura Dern, Bradley Whitford, Wayne Dehart, Kevin Costner, T.J. Lowther, Ed Geldart, Nik Hagler, Jennifer Griffin, Jay Whiteaker, Linda Hart, James Jeter, Christopher Reagan Ammons, Connie Cooper, Gabriel Folse, Paul Hewitt, Leo Burmester, Taylor Suzanna McBride, Clint Eastwood, Vernon Grote, Kevin Woods, Mark Voges","Clint Eastwood",7.5,90113,"Malpaso Productions, Warner Bros. Pictures","United States of America"
"10749, 18",1294203,"en","My Fault: London","18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",25.248,"2025-02-12","My Fault: London",7.476,308,0,0,"tt32434379","","Asha Banks, Ray Fearon, Matthew Broome, Kerim Hassan, Eve Macklin, Harry Gilby, Sam Buchanan, Amelia Kenworthy, Enva Lewis, Jason Flemyng","Dani Girdwood, Charlotte Fassler",6.2,7548,"42, Pokeepsie Films, Metro-Goldwyn-Mayer","Spain, United Kingdom, United States of America"
"18, 9648",37903,"de","Das weiße Band - Eine deutsche Kindergeschichte","An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.",3.788,"2009-09-24","The White Ribbon",7.5,1037,11652157,21555450,"tt1149362","","Sebastian Pauli, Sebastian Hülk, Michael Kranz, Nino Seide, Johanna Busse, Felix Boettcher, Marcin Tyrol, Paula Kalinski, Florian Köhler, Klaus Manchen, Kristina Kneppek, Rüdiger Hauffe, Amelie Litwin, Miljan Chatelain, Jonas Jennerjahn, Thibault Sérié, Matthias Linke, Gabriela Maria Schmeide, Arndt Schwering-Sohnrey, Enno Trebs, Margarete Zimmermann, Anne-Kathrin Gummich, Janina Fautz, Eddy Grahl, Luzie Ahrens, Kai-Peter Malina, Leonard Boes, Sebastian Badurek, Leonie Benesch, Burghart Klaußner, Sebastian Łach, Steffi Kühnert, Sebastian Pawlak, Ulrich Tukur, Lilli Trebs, Nikita Vaganov, Branko Samarovski, Roxane Duran, Ernst Jacobi, Gary Bestla, Paraschiva Dragus, Detlev Buck, Malin Steffen, Selina Ewald, Vincent Krüger, Josef Bierbichler, Paul Wolf, Fion Mutert, Christian Klischat, Peter Mörike, Simon Pawlowsky, Alexander Sedl, Levin Henning, Stephanie Amarell, Mercedes Jadea Diaz, Theo Trebs, Sophie Czech, Leonard Proxauf, Tim Guderjahn, Rainer Bock, Hanuš Polak jr., Ursina Lardi, Marvin Ray Spey, Vladik Otaryan, Ole Joensson, Aaron Denkel, Krzysztof Zarzecki, Bianca Mey, Kevin Schmolinski, Mika Ahrens, Marisa Growaldt, Hans-Matthias Glassmann, Lilli Fichtner, Lena Pankow, Birgit Minichmayr, Michael Schenk, Gerrit Langentepe, Maria Dragus, Nora Gruler, Franz Rewoldt, Christian Friedel, Sara Schivazappa, Susanne Lothar, Carmen-Maja Antoni","Michael Haneke",7.8,79453,"Lucky Red, Wega Film, Les Films du Losange, X Filme Creative Pool","Italy, Germany, Austria, France"
"18",16858,"en","All That Jazz","Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",3.569,"1979-12-16","All That Jazz",7.477,517,37823676,1.2e+07,"tt0078754","All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.","K.C. Townsend, Rita Bennett, Jessica Lange, Stephen Strimpell, Steve Elmore, Lesley Kingley, Alan Heim, Michael Tolan, Robert Hitt, Sonja Stuart, P.J. Mann, Leonard Drum, Barbara McKinley, Michael Green, Gavin Moses, Deborah Geffner, Sloane Shelton, John Sowinski, Terri Treas, Bruce Anthony Davis, Sue Paul, Vicki Frederick, Sandahl Bergman, Minnie Gaster, John Paul Fetta, Ann Reinking, Roy Scheider, David Margulies, Mary McCarty, Jacqueline Solotar, Bruce MacCallum, Cliff Gorman, I.M. Hobson, Mary Sue Finnerty, Erzsebet Foldi, Leland Schwantes, Keith Gordon, Terry Alexander, Kerry Casserly, Cathy Rice, Irene Kane, John Lithgow, Gary Flannery, Jennifer Nairn-Smith, Eugene Troobnick, Mary Mon Toy, Wayne Carson, Wallace Shawn, Trudy Carson, Sammy Smith, William LeMassena, Jules Fisher, Cathie Shirriff, Arnold Gross, Phil Friedman, Andy Schwartz, Max Wright, Tito Goya, Anthony Holland, Leland Palmer, Ralph E. Berntsen, Kathryn Doby, Eileen Casey, Harry Agress, Gary Bayer, Ben Masters, Nicole Fosse, Rima Vetter, Theresa Merritt, CCH Pounder, Robert Levine, Melanie Hunter, Judi Passeltiner, Joyce Ellen Hill, Frankie Man, Ben Vereen, Tiger Haynes, Jan Flato, Nancy Beth Bird, Candace Tovar, Joanna Merlin, Edith Kramer, Danny Ruvolo, Leah Ayres, Lotte Palfi Andor","Bob Fosse",7.8,37390,"Columbia Pictures, 20th Century Fox","United States of America"
"10749, 18, 14",994108,"en","All of Us Strangers","One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life.",3.918,"2023-12-22","All of Us Strangers",7.5,802,14864960,5e+06,"tt21192142","All of us hurt. All of us hope. All of us love.","Carter John Grout, Claire Foy, Andrew Scott, Paul Mescal, Jamie Bell, Ami Tredrea","Andrew Haigh",7.6,69411,"Film4 Productions, Blueprint Pictures, Searchlight Pictures, TSG Entertainment","United Kingdom, United States of America"
"28, 12, 10751, 35",675353,"en","Sonic the Hedgehog 2","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",9.247,"2022-03-30","Sonic the Hedgehog 2",7.476,5385,405421518,1.1e+08,"tt12412888","Welcome to the next level.","Nilo Ghajar, Rob 'Sluggo' Boyce, Doug Chapman, Brad Kalilimoku, Natasha Rothwell, Shay Kuebler, Ha'a Keaulana, Melody Nosipho Niemann, Heath Stevenson, Donna Jay Fulks, Katie Wright Pere, Sarah Surh, Chad Keaulana, Tom Butler, Jared Khalifa, Colleen O'Shaughnessey, Maria Ameerali, Shemar Moore, Colby Chartrand, Steve Chang, Shawn Stewart, Yvetta Fisher, Aiden Cass, Mike Mitchell, David Jacox, Jim Carrey, Rhys Williams, Saida Dyson, Ted Barba, Keiran Bohay, Barry Nerling, Mike Rufino, Adrian Hein, Ernie Jackson, Parker Rowell-Laferriere, Don Lew, Jess Lundgren, Krista Alvarez, Robert Zen Humpage, Marcus Aurelio, Leif Havdale, Alex Bogomolov, Stanislav Galimkhanov, Ben Schwartz, Paul Lazenby, Tika Sumpter, Johnson Phan, Lee Majdoub, Ashlei Tave, Brennan Dyson, Adam Pally, Kyle Riefsnyder, Quinn Early, Tammy Nera, Mariah Dyson, Nito Larioza, Kevin Mylrea, James Marsden, Eli Olson, Angela Meryl, Gerald Paetz, Jason Triplett, Jeff Sanca, Shaun Magee, Corry Glass, Tavita Woodard, Cheryl Lewis, Fraser Corbett, Vladimir Raiman, Elizabeth Bowen, Kevin Fortin, Simon Chin, Vladimir Ruzich, Scott Patey, Andrew Kyrzyk, Sook Hexamer, Idris Elba","Jeff Fowler",6.5,104141,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America","Japan, United States of America"
"16, 10751, 35",13930,"en","For the Birds","One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.",3.539,"2000-11-02","For the Birds",7.5,1225,0,0,"tt0248808","","Ralph Eggleston","Ralph Eggleston",8,34861,"Pixar","United States of America"
"18",13393,"tr","Babam ve Oğlum","A left-wing journalist whose wife died while giving birth to his son during a military coup returns to his family's farm. Estranged from his father for turning his back on the family and wasting his life with political activism instead, he tries to reconnect with him so that his son will have a place to live as his health is deteriorating due to the extensive torture he had to endure.",3.531,"2005-11-18","My Father and My Son",7.5,337,4187299,0,"tt0476735","Give Him a Room Dad, He Has Nowhere to Go...","Yakup Yavru, Bilge Şen, Aytaç Özgür, Sencar Sağdıç, Erdal Tosun, Hayri Güler, Alaaddin Sakar, Mahmut Gökgöz, Levent İntepe, Nergis Çorakçı, Ertuğrul Gündüz, Çetin Tekindor, Ege Tanman, Halit Ergenç, Serkan Kunter, Binnur Kaya, Serdar Soybelli, Tuba Büyüküstün, Fikret Kuşkan, Hümeyra, Yetkin Dikinciler, Şerif Sezer, Muzaffer Demirel, Özge Özberk","Çağan Irmak",8.2,96524,"Avşar Film","Turkey"
"18, 80",11798,"en","This Is England","A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.",1.623,"2007-04-27","This Is England",7.5,1278,8176544,2380000,"tt0480025","Run with the crowd, stand alone, you decide.","Joseph Gilgun, Michael Socha, Andrew Shim, Andrew Ellis, Chanel Cresswell, Stephen Graham, Hannah Walters, Vicky McClure, Perry Benson, Rosamund Hanson, Danielle Watson, Kriss Dosanjh, Frank Harper, George Newton, Terry Haywood, Jo Hartley, Jack O'Connell, Kieran Hardcastle, Thomas Turgoose","Shane Meadows",7.7,131185,"EM Media, UK Film Council, Screen Yorkshire, Big Arty Productions, Film4 Productions","United Kingdom"
